_ID_;_NAME_;_MODEL_
3688;"Vincent Bach ""Artisan"" A4415G2 Мундштук для тенор-тромбона, размер 5G2";909
3689;"Vincent Bach 341-2G Мундштук для бас-тромбона, размер 2G";916
3690;"Vincent Bach ""Artisan"" A4507C Мундштук для тенор-тромбона, размер 7C";913
3691;"Vincent Bach ""Artisan"" A45011C Мундштук для тенор-тромбона, размер 11C";910
3692;"Vincent Bach ""Artisan"" A4506HAL Мундштук для тенор-тромбона, размер 6- 1/2 AL";907
3693;"Vincent Bach K350-5 Megatone Мундштук для тенор-тромбона, размер 5";951
3694;"Vincent Bach ""Artisan"" A4416HA Мундштук для тенор-тромбона, размер 6- 1/2 A";908
3695;"Vincent Bach ""Artisan"" A4506HA Мундштук для тенор-тромбона, размер 6- 1/2 A";912
3696;"Vincent Bach ""Artisan"" A4416HAL Мундштук для тенор-тромбона, размер 6- 1/2 AL";906
3697;"Vincent Bach ""Artisan"" A45012C2 Мундштук для тенор-тромбона, размер 12C";911
3698;"Vincent Bach K350-6HAL Megatone Мундштук для тенор-тромбона, размер 6- 1/2 AL";953
3699;"Vincent Bach K341-6HAL Megatone Мундштук для тенор-тромбона, размер 6- 1/2 AL";949
3700;"Vincent Bach K350-6HA Megatone Мундштук для тенор-тромбона, размер 6- 1/2 A";952
3701;"Vincent Bach 350-6HALGR Мундштук для тенор-тромбона, размер 6- 1/2 AL";944
3702;"Vincent Bach K341-6HALGP Megatone Мундштук для тенор-тромбона, размер 6- 1/2 AL";950
3703;"Vincent Bach K341-5G Megatone Мундштук для тенор-тромбона, размер 5G";948
3704;"Vincent Bach K350-7C Megatone Мундштук для тенор-тромбона, размер 7C";956
3705;"Vincent Bach 341-6HALGR Мундштук для тенор-тромбона, размер 6- 1/2 AL";926
3706;"Vincent Bach K350-6HALGP Megatone Мундштук для тенор-тромбона, размер 6- 1/2 AL";954
3707;"Vincent Bach K350-6HAM Megatone Мундштук для тенор-тромбона, размер 6- 1/2 AM";955
3708;"Vincent Bach K341-1HG Megatone Мундштук для бас-тромбона, размер 1- 1/2 G";947
3709;"Vincent Bach 341-5GL Мундштук для тенор-тромбона, размер 5GL";922
3710;"Konig&Meyer 14350-000-55 Стойка для тенор саксофона Saxxy";1009
3711;"Hercules DS730B Стойка альт или тенор саксофона";693
3712;"Hercules DS537B Двойная стойка для альт и тенор саксофона";688
3713;"Konig&Meyer 14320-000-55 Стойка для двух саксофонов";1005
3714;"Konig&Meyer 14330-000-55 Стойка для альт саксофона Jazz";1006
3715;"Konig&Meyer 14335-000-55 Стойка для тенор саксофона Jazz";1007
3716;"Konig&Meyer 14410-000-55 Стойка для баритона саксофона";1012
3717;"Набор Primo по уходу за саксофоном-тенор PKITSX";176
3718;"Selmer CORDON SAXOPHONE STRAP ALTO\SOPRANO (5313090013) Ремень (Гайтан) для сопрано или альт-саксофона";1358
3719;"Neotech 2401002 SAXPAC, сумка-чехол для аксессуаров и эса саксофона";333
3720;"Neotech 2404002 SAXPAC ROYAL, сумка-чехол для аксессуаров и эса саксофона";334
3721;"Лира для саксофона P. Beat L-133";202
3722;"BG PT1 Чехол для эса и мундштука тенор саксофона";630
3723;"Dunlop HE108 Набор для ухода за саксофоном";1667
3724;"Neotech TRIPAC 2819002, сумка-чехол для аксессуаров саксофона";335
3725;"Neotech 8401002 Регулируемый ремень WICK-IT для альт саксофона";653
3726;"Neotech 1901162 BLACK регулируемый ремень SOFT для альт и тенор саксофона";647
3727;"S99SH Ремень для альт, тенор или сопрано саксофона Cool Strap";646
3728;"Neotech 1901172 BLACK XL Регулируемый ремень SOFT для альт или тенор саксофона";648
3729;"Selmer 2404063000 Набор для ухода за Тенор саксофоном";1359
3730;"Ремень для альт-саксофона Neotech 2001192";185
3731;"Vandoren VSS102 Ремень из нейлона для альт или тенор саксофонов";1373
3732;"S10ESH Шейный ремень для альт или тенор саксофона";633
3733;"Ремень для альт-саксофона Neotech 2001152";184
3734;"GEWA 756250 Щетка для ухода за сопрано-саксофоном";537
3735;"Neotech 8401162 WICK-IT Регулируемый ремень для альт или тенор саксофона";654
3736;"Reunion Blues MPSX-15-29 Футляр для мундштука для саксофона";604
3738;"BG S90SH Ремень для альт, тенор или сопрано саксофона Cool Strap";644
3739;"756255 OPTI-CARE Щетка для ухода за сопрано-саксофоном";535
3741;"BG S10SH Шейный ремень для альт или тенор саксофона";634
3742;"Conn-Selmer 366S Набор по уходу за саксофоном";1047
3743;"BG S92SH Тонкий Ремень для альт, тенор или сопрано саксофона Cool Strap";645
3744;"BG S85SH Ремень нейлоновый для изогнутого сопрано саксофона";643
3745;"BG S15SH Шейный ремень для альт саксофона, размер XS";636
3746;"756305 OPTI-CARE щетка для ухода за альт-саксофоном";538
3747;"Набор Leblanс пр уходу за саксофоном-тенором 3105TS";173
3748;"Набор Leblanc по уходу за саксофоном-альт 3104AS";172
3749;"756405 OPTI-CARE Щетка для ухода за тенор-саксофоном";534
3750;"BG S14SH Шейный ремень для альт или тенор саксофона";635
3751;"BG S20SH Ремень кожаный для альт или тенор саксофона";637
3752;"Ремень для саксофона Neotech 2201182";186
3753;"Ремень-сбруя для саксофона Neotech 2501162";187
3754;"BG P3NL Набор аксессуаров для тенор саксофона";632
3755;"Neotech 4501302 Simplicity Harness Универсальный ремень для саксофона";656
3756;"Saxmute SMSA Сурдина для альт саксофона";1773
3757;"Saxmute SMST Сурдина для тенор саксофона";1774
3758;"Ремень для саксофона Neotech 2601162";188
3760;"BG S72SH Ремень кожаный Yoke для альт для тенор саксофона";642
3761;"Saxmute SMSS2B Сурдина для сопрано саксофона";1775
3762;"SELMER 5313230400 PADSET-ALTO-Reference Набор подушек для альт саксофона ""Reference""";1371
3763;"SELMER 5314230200 PADSET-Tenor-SA80II Набор подушек для тенор саксофона ""Serie SA80 II""";1372
3764;"BG S70SH Ремень кожаный Yoke для альт или тенор саксофона";641
3765;"Selmer 5313100000 COUPE ANCHE SAX ALTO фирмы ""Marca""";1365
3766;"SELMER 5313230300 PADSET-ALTO-Serie III Набор подушек для альт саксофона ""Serie III""";1370
3767;"BG S50SH Ремень-подтяжки Yoke для альт или тенор саксофона";640
3768;"Saxmute SMSB Сурдина для баритон саксофона";1776
3769;"BG P3 Набор аксессуаров для тенор саксофона";631
3770;"Selmer 5314100000 COUPE ANCHE-SAX TENOR фирмы ""Marca""";1366
3771;"Selmer 5316100000 COUPE ANCHE SAX BARITONE фирмы ""Marca""";1367
3772;"Selmer TENOR-REFERENCE-54-PAO (2314042017) Саксофон тенор Bb";1353
3773;"Vandoren FNH100 Гайтан для саксофона";829
3774;"SELMER 5313230200 PADSET-ALTO-SA80/II Набор подушек для альт саксофона ""SA 80/II""";1369
3775;"Selmer ALTO-REFERENCE-DGG Dragon bird (2313042071) Саксофон альт Еb";1352
3776;"SELMER 5312230200 PADSET-SOPR Набор подушек для сопрано саксофона ""SELMER SA/II""";1368
3777;"Selmer TENOR-REFERENCE-36-PAO (2314041017) Саксофон тенор Вb";1354
3778;"Selmer ALTO-SII-JUBILEE-G (2313020076) Саксофон альт Eb";1348
3779;"Selmer ALTO-REFERENCE-DGG (2313042016) Саксофон альт Eb";1351
3780;"DW5514 Denis Wick Сурдина для трубы или корнета “pianissimo”";422
3781;"Humes&Berg 108А Velvet-tone 5"" Сурдина для трубы";1831
3782;"DW5504 Denis Wick Сурдина для трубы или корнета “straight”";421
3783;"CHARLEY DAVIS CD171 (США) Straight Сурдина для трубы";399
3784;"Tom Crown 30PTCUP Сурдина для трубы пикколо";461
